34928	35048	35167	35286	35405	35524	35644	35763	35882	36001	36120	36240	36359	36478	36597	36716	36836	36955	37074	37193	37313	37432	37551	37670	37789	37909	38028	38147	38266	38385	38505	38624	38743	38862	38981	39101	39220	39339	39458	39577	39697	39816	39935	40054	40174	40293	40412	40531	40650	40770	40889	41008	41127	41246	41366	41485	41604	41723	41842	41962	42081	42200	42319	42439	42558	42677	42796	42915	43035	43154	43273	43392	43511	43631	43750	43869	43988	44107	44227	44346	44465	44584	44703	44823	44942
64	170	1	2	119	0	1953125	12	0.0	0	0.39	0	0	V0.2	0	0	12	12	13	13	12	12	11	12	13	13	15	17	18	18	19	19	19	19	18	18	17	18	19	19	23	22	24	28	32	35	51	55	68	90	108	133	163	192	229	293	311	365	437	470	483	565	616	627	666	807	757	846	953	1000	955	961	906	837	609	562	438	319	230	214	150	105	98	85	60	63	59	46	47	44	37	35	34	31	30	29	29	29	29	27	26
64	170	1	2	119	0	1953125	12	0.0	0	0.39	0	0	V0.2	0	0	9	9	9	10	10	11	10	11	12	13	13	14	13	14	14	15	15	15	15	15	13	12	11	9	12	9	11	16	20	26	42	47	64	89	108	136	166	195	232	294	307	361	431	463	478	565	619	634	673	815	762	853	958	1000	954	964	912	852	623	576	448	327	233	212	145	97	86	74	46	47	45	32	34	34	29	29	31	29	29	28	27	25	23	22	19
64	170	1	2	119	0	1953125	12	0.0	0	0.39	0	0	V0.2	0	0	9	9	10	11	12	13	13	14	14	13	13	13	13	14	15	16	17	17	18	17	16	14	13	10	13	9	10	15	20	26	44	50	66	92	110	135	162	190	224	286	301	359	433	469	485	569	613	626	657	797	744	839	947	1000	958	965	906	838	601	554	432	320	231	219	156	108	98	83	53	53	47	31	31	28	23	23	25	26	28	29	30	29	27	24	20
64	170	1	2	119	0	1953125	12	0.0	0	0.39	0	0	V0.2	0	0	8	9	9	10	11	11	12	12	12	12	12	12	12	12	13	14	14	15	15	16	15	14	13	11	13	10	12	17	20	27	41	46	62	86	104	133	164	194	231	295	308	361	433	464	477	564	616	630	671	815	764	847	956	1000	956	963	914	847	617	570	449	324	231	214	148	99	90	77	49	50	48	34	36	35	30	29	30	27	26	25	23	20	20	18	17
64	170	1	2	119	0	1953125	12	0.0	0	0.39	0	0	V0.2	0	0	10	10	11	12	13	13	14	14	15	15	14	14	15	16	17	17	19	20	21	21	20	20	19	18	20	19	19	24	29	33	49	54	69	92	110	135	164	190	225	287	305	360	434	468	484	567	617	624	665	803	752	840	955	999	961	967	909	833	607	558	437	321	235	221	157	112	103	86	61	62	55	40	40	37	32	32	34	35	36	37	36	33	30	25	21
64	170	1	2	119	0	1953125	12	0.0	0	0.39	0	0	V0.2	0	0	8	9	9	10	11	12	12	12	12	12	12	12	12	13	14	15	16	16	16	16	14	12	11	9	11	9	10	16	20	26	44	50	67	92	110	135	163	190	226	288	304	360	434	469	484	569	616	626	661	801	746	841	952	1000	960	969	908	838	603	556	434	321	233	219	156	108	96	82	52	51	45	29	29	27	21	21	24	25	27	29	30	29	28	25	22
64	170	1	2	119	0	1953125	12	0.0	0	0.39	0	0	V0.2	0	0	11	11	11	12	12	13	14	14	14	15	15	15	15	15	17	18	19	20	21	21	20	20	20	19	21	19	20	25	29	32	50	54	70	94	112	137	165	192	226	289	305	360	435	470	484	569	616	626	661	800	747	838	949	1000	960	965	907	834	599	552	433	318	233	220	156	111	103	87	61	62	55	40	40	37	32	32	34	35	36	37	36	33	31	25	21
64	170	1	2	119	0	1953125	12	0.0	0	0.39	0	0	V0.2	0	0	8	8	9	10	11	11	12	12	12	12	11	12	12	13	14	15	15	16	15	15	14	12	11	8	11	8	9	14	20	26	43	49	67	91	109	136	163	190	226	288	303	361	435	468	484	572	617	625	664	800	746	840	955	1000	960	967	909	834	603	556	436	322	235	220	157	108	97	81	51	50	43	28	28	25	20	21	24	24	27	29	30	29	27	25	21
64	170	1	2	119	0	1953125	12	0.0	0	0.39	0	0	V0.2	0	0	11	11	11	12	12	13	14	15	15	16	16	16	16	16	17	18	19	21	22	22	21	21	21	19	22	20	21	25	31	33	51	55	70	94	113	137	166	192	227	289	306	363	436	470	486	570	617	626	661	798	744	841	951	1000	960	968	905	833	600	554	431	320	234	220	156	112	104	89	63	63	57	41	40	38	32	32	35	36	36	37	37	34	30	26	20
64	170	1	2	119	0	1953125	12	0.0	0	0.39	0	0	V0.2	0	0	8	8	9	10	11	11	11	12	12	12	12	12	12	13	14	15	15	16	16	15	14	13	11	9	11	8	9	15	20	26	44	50	66	92	110	135	162	190	224	285	303	359	432	467	484	567	614	625	658	794	744	837	948	1000	961	965	906	835	602	554	434	322	233	218	157	107	97	82	52	51	45	29	29	26	20	20	23	24	26	29	30	29	28	25	21
