34928	35048	35167	35286	35405	35524	35644	35763	35882	36001	36120	36240	36359	36478	36597	36716	36836	36955	37074	37193	37313	37432	37551	37670	37789	37909	38028	38147	38266	38385	38505	38624	38743	38862	38981	39101	39220	39339	39458	39577	39697	39816	39935	40054	40174	40293	40412	40531	40650	40770	40889	41008	41127	41246	41366	41485	41604	41723	41842	41962	42081	42200	42319	42439	42558	42677	42796	42915	43035	43154	43273	43392	43511	43631	43750	43869	43988	44107	44227	44346	44465	44584	44703	44823	44942
64	170	2	2	119	0	1953125	12	0.0	15367	3.66	0	0	V0.2	0	0	49	35	37	35	36	26	39	25	19	19	15	13	16	6	15	14	19	13	40	3	39	19	45	44	43	53	62	52	67	41	36	85	79	121	134	45	73	130	175	215	77	113	194	93	342	389	771	352	381	314	426	161	418	177	1000	578	551	611	225	231	293	115	158	96	98	54	115	49	41	62	51	17	31	30	37	23	6	26	33	22	7	8	25	12	5
64	170	2	2	119	0	1953125	12	0.0	10580	2.84	0	0	V0.2	0	0	584	563	581	553	507	465	459	396	365	310	288	253	218	195	213	225	258	288	368	393	439	503	557	566	606	692	692	746	708	778	787	812	776	813	849	813	842	785	846	783	835	755	788	654	813	658	731	760	532	693	745	749	720	528	689	1000	819	463	617	833	774	641	695	784	701	696	672	654	640	604	538	547	531	477	448	405	383	326	309	243	193	189	138	74	54
64	170	2	2	119	0	1953125	12	0.0	9799	2.70	0	0	V0.2	0	0	96	64	61	100	47	60	54	57	49	31	76	23	64	50	27	36	41	66	32	121	68	78	122	23	111	94	69	97	93	100	98	110	53	219	182	128	293	177	72	130	125	278	240	433	570	491	658	648	503	488	532	516	529	760	1000	883	868	907	595	373	310	24	271	215	207	272	146	38	62	203	188	66	140	79	55	68	30	71	4	80	74	62	86	48	25
64	170	2	2	119	0	1953125	12	0.0	10997	2.91	0	0	V0.2	0	0	54	34	65	38	35	60	24	26	54	14	18	42	25	20	45	34	26	60	26	42	42	59	40	76	52	33	77	99	107	93	82	120	163	168	354	104	140	396	178	143	200	129	111	175	353	786	817	723	628	696	677	267	179	448	775	1000	562	390	533	212	250	366	328	63	103	107	31	116	51	62	33	52	83	29	34	74	22	26	34	9	49	7	7	10	25
64	170	2	2	119	0	1953125	12	0.0	10841	2.88	0	0	V0.2	0	0	79	101	40	44	63	74	37	44	32	94	37	32	6	60	34	12	42	75	54	35	100	76	71	20	148	104	92	83	121	145	128	201	216	342	166	93	165	353	249	14	30	179	274	416	522	720	729	409	372	576	585	241	326	560	1000	909	594	453	422	481	488	478	157	151	45	127	51	121	105	6	95	135	49	39	24	100	72	41	45	90	42	33	42	55	28
64	170	2	2	119	0	1953125	12	0.0	12916	3.24	0	0	V0.2	0	0	24	37	44	37	33	22	35	31	22	8	34	10	22	23	11	6	30	14	43	26	19	48	50	8	66	37	67	56	30	85	58	59	38	185	53	29	120	170	194	269	81	159	58	50	201	719	595	127	407	508	447	96	156	568	1000	598	517	642	168	367	322	253	276	127	92	49	145	93	72	100	77	55	44	71	67	34	36	45	39	18	33	24	45	15	31
64	170	2	2	119	0	1953125	12	0.0	13105	3.27	0	0	V0.2	0	0	49	77	70	59	45	55	52	59	14	49	26	54	16	19	48	23	33	31	83	18	52	65	86	66	55	90	79	117	43	115	40	173	53	101	86	229	37	235	278	456	204	75	254	360	128	371	637	809	455	73	246	406	348	455	826	1000	748	623	341	194	258	245	205	224	74	228	142	181	97	128	63	82	98	106	31	13	107	79	27	16	69	22	47	44	35
64	170	2	2	119	0	1953125	12	0.0	10738	2.86	0	0	V0.2	0	0	647	635	594	561	540	494	453	414	383	355	272	263	239	238	206	203	294	319	366	423	478	522	535	599	665	721	761	769	807	831	826	835	876	897	908	851	804	888	937	783	754	777	893	717	661	583	1000	649	837	716	775	863	543	827	828	750	492	979	720	787	933	736	749	724	756	731	674	690	688	615	590	560	545	467	469	434	372	382	280	282	227	190	137	83	84
64	170	2	2	119	0	1953125	12	0.0	11939	3.07	0	0	V0.2	0	0	74	60	35	72	34	43	71	37	16	45	35	25	14	46	13	22	34	42	15	62	18	54	75	47	28	149	43	87	88	74	94	167	124	251	160	77	42	272	198	231	56	167	248	62	427	1000	896	361	613	868	586	231	384	824	939	718	706	691	332	418	514	491	243	208	99	72	82	199	49	141	86	27	157	45	40	74	73	44	77	84	64	52	38	18	15
64	170	2	2	119	0	1953125	12	0.0	8848	2.54	0	0	V0.2	0	0	578	557	543	482	476	455	404	375	330	332	254	217	202	191	195	224	259	290	345	384	421	474	522	554	578	636	665	649	709	761	742	742	795	751	788	781	732	797	850	704	744	731	687	692	627	602	853	485	719	605	684	842	401	632	1000	401	827	621	729	674	796	625	710	737	605	592	633	608	593	558	533	525	482	439	413	419	334	304	279	238	188	152	124	71	53
64	170	1	2	119	0	1953125	12	0.0	9059	2.57	0	0	V0.2	0	0	51	86	45	79	30	89	27	45	44	52	25	11	55	16	34	20	37	43	25	80	49	70	48	72	61	109	52	84	118	152	60	144	110	71	290	156	321	164	297	142	210	73	263	34	299	449	846	639	572	260	475	360	325	38	494	671	1000	931	823	562	103	40	232	251	98	182	185	66	130	83	96	112	85	133	83	118	69	73	43	108	33	52	51	67	20
