139713	140190	140667	141144	141621	142097	142574	143051	143528	144005	144482	144958	145435	145912	146389	146866	147343	147820	148296	148773	149250	149727	150204	150681	151157	151634	152111	152588	153065	153542	154018	154495	154972	155449	155926	156403	156879	157356	157833	158310	158787	159264	159740	160217	160694	161171	161648	162125	162601	163078	163555	164032	164509	164986	165462	165939	166416	166893	167370	167847	168324	168800	169277	169754	170231	170708	171185	171661	172138	172615	173092	173569	174046	174522	174999	175476	175953	176430	176907	177383	177860	178337	178814	179291	179768
64	44	1	2	477	0	1953125	12	0.0	6903	2.20	0	0	V0.2	0	0	3	11	8	6	6	16	25	17	49	19	135	227	131	739	1000	450	103	13	49	6	10	5
64	44	1	2	477	0	1953125	12	0.0	6925	2.21	0	0	V0.2	0	0	135	150	147	141	202	236	286	417	502	555	702	874	853	889	1000	944	750	563	461	339	254	258
64	44	1	2	477	0	1953125	12	0.0	6925	2.21	0	0	V0.2	0	0	146	165	172	185	226	249	317	460	565	642	770	950	965	969	1000	948	814	609	461	374	292	260
64	44	1	2	477	0	1953125	12	0.0	6898	2.20	0	0	V0.2	0	0	124	149	149	164	222	256	295	421	551	627	713	897	973	1000	969	884	790	630	492	406	334	290
64	44	1	2	477	0	1953125	12	0.0	6898	2.20	0	0	V0.2	0	0	115	130	149	147	185	248	297	399	516	599	708	896	963	996	1000	898	742	586	489	398	322	301
64	44	1	2	477	0	1953125	12	0.0	6925	2.21	0	0	V0.2	0	0	143	140	162	162	188	249	293	394	527	626	746	942	1000	993	965	899	764	569	429	354	277	241
64	44	1	2	477	0	1953125	12	0.0	6925	2.21	0	0	V0.2	0	0	147	156	160	159	206	268	333	452	581	671	764	923	953	969	1000	958	810	609	456	376	302	250
64	44	1	2	477	0	1953125	12	0.0	6923	2.21	0	0	V0.2	0	0	134	160	168	170	217	245	290	443	568	648	790	985	947	888	962	1000	836	586	446	383	289	264
64	44	1	2	477	0	1953125	12	0.0	6923	2.21	0	0	V0.2	0	0	100	146	142	133	186	195	286	448	522	623	845	984	780	714	948	1000	761	528	475	386	257	266
64	44	1	2	477	0	1953125	12	0.0	6950	2.21	0	0	V0.2	0	0	124	136	128	133	154	180	267	374	469	605	703	747	750	925	1000	848	602	469	383	260	208	220
64	44	1	2	477	0	1953125	12	0.0	6923	2.21	0	0	V0.2	0	0	111	114	123	141	148	191	270	337	402	492	548	642	777	967	1000	794	574	485	414	298	232	236
64	44	1	2	477	0	1953125	12	0.0	6925	2.21	0	0	V0.2	0	0	141	151	156	152	196	251	290	379	462	508	628	849	938	971	1000	936	765	567	437	350	262	241
64	44	1	2	477	0	1953125	12	0.0	6900	2.20	0	0	V0.2	0	0	144	175	167	188	242	259	316	431	471	501	676	886	872	830	953	1000	828	587	452	398	293	243
64	44	1	2	477	0	1953125	12	0.0	6903	2.20	0	0	V0.2	0	0	93	126	108	117	171	157	210	317	325	415	624	691	541	696	1000	927	604	412	407	299	210	253
64	44	1	2	477	0	1953125	12	0.0	6898	2.20	0	0	V0.2	0	0	114	128	121	143	152	169	246	293	350	517	643	655	637	866	1000	800	548	442	392	291	245	252
64	44	1	2	477	0	1953125	12	0.0	6925	2.21	0	0	V0.2	0	0	136	142	155	153	185	230	276	394	542	685	810	925	895	955	1000	808	599	488	428	326	265	264
64	44	1	2	477	0	1953125	12	0.0	1035	1.20	0	0	V0.2	0	0	17	12	10	22	17	20	8	29	68	226	235	621	561	762	1000	655	139	51	57	23	20	23
64	44	1	2	477	0	1953125	12	0.0	1035	1.20	0	0	V0.2	0	0	17	12	10	22	17	20	8	29	68	226	235	621	561	762	1000	655	139	51	57	23	20	23
64	44	1	2	477	0	1953125	12	0.0	6923	2.21	0	0	V0.2	0	0	8	3	14	11	10	6	19	39	61	128	155	119	189	540	1000	396	194	10	50	11	10	22
64	44	1	2	477	0	1953125	12	0.0	6900	2.20	0	0	V0.2	0	0	147	153	156	180	226	259	310	414	529	636	747	908	965	1000	925	736	616	508	412	341	282	252
64	44	1	2	477	0	1953125	12	0.0	6898	2.20	0	0	V0.2	0	0	118	110	114	154	153	191	268	286	343	487	519	530	703	1000	989	636	423	436	369	238	238	241
64	44	1	2	477	0	1953125	12	0.0	6900	2.20	0	0	V0.2	0	0	108	115	89	131	149	156	242	268	246	391	476	402	468	865	1000	716	403	383	366	213	185	219
64	44	1	2	477	0	1953125	12	0.0	6948	2.21	0	0	V0.2	0	0	114	138	137	136	175	188	261	399	490	567	704	887	913	946	1000	942	750	565	448	341	248	252
64	44	1	2	477	0	1953125	12	0.0	6948	2.21	0	0	V0.2	0	0	114	138	137	136	175	188	261	399	490	567	704	887	913	946	1000	942	750	565	448	341	248	252
64	44	1	2	477	0	1953125	12	0.0	6923	2.21	0	0	V0.2	0	0	129	152	166	155	185	226	277	386	475	500	557	725	797	889	1000	997	837	613	452	376	293	253
64	44	1	2	477	0	1953125	12	0.0	6925	2.21	0	0	V0.2	0	0	131	122	147	161	146	212	288	323	417	538	542	558	710	948	999	779	643	596	461	298	266	258
64	44	1	2	477	0	1953125	12	0.0	6925	2.21	0	0	V0.2	0	0	131	122	147	161	146	212	288	323	417	538	542	558	710	948	999	779	643	596	461	298	266	258
64	44	1	2	477	0	1953125	12	0.0	6923	2.21	0	0	V0.2	0	0	82	112	126	103	128	192	221	258	368	467	469	495	626	871	1000	847	628	491	416	332	242	228
64	44	1	2	477	0	1953125	12	0.0	6925	2.21	0	0	V0.2	0	0	93	113	99	126	150	146	248	332	321	412	540	512	406	712	1000	854	567	468	430	287	209	234
64	44	1	2	477	0	1953125	12	0.0	6923	2.21	0	0	V0.2	0	0	106	138	106	130	171	145	237	346	332	398	583	625	446	620	1000	981	684	475	437	338	214	248
64	44	1	2	477	0	1953125	12	0.0	6923	2.21	0	0	V0.2	0	0	99	137	118	121	169	165	249	371	372	404	590	690	528	602	973	1000	718	476	433	355	216	236
64	44	1	2	477	0	1953125	12	0.0	6914	2.21	0	0	V0.2	0	0	90	124	110	115	162	157	224	337	341	392	585	677	530	640	997	1000	711	472	427	341	215	245
64	44	1	2	477	0	1953125	12	0.0	639	1.13	0	0	V0.2	0	0	5	19	8	3	15	17	12	49	40	98	107	268	233	520	1000	664	157	51	43	31	12	11
64	44	1	2	477	0	1953125	12	0.0	637	1.13	0	0	V0.2	0	0	43	54	61	67	78	85	99	132	187	268	409	534	677	851	1000	803	507	384	275	184	133	112
64	44	1	2	477	0	1953125	12	0.0	659	1.13	0	0	V0.2	0	0	44	50	60	63	74	87	97	124	181	242	400	519	679	812	1000	846	529	389	272	172	117	97
64	44	1	2	477	0	1953125	12	0.0	6873	2.20	0	0	V0.2	0	0	0	10	1	7	5	9	17	44	80	105	298	223	447	739	999	911	340	123	94	42	8	4
64	44	1	2	477	0	1953125	12	0.0	6900	2.20	0	0	V0.2	0	0	116	138	136	157	203	220	301	403	472	596	743	805	776	897	1000	782	538	455	413	308	266	249
64	44	1	2	477	0	1953125	12	0.0	6898	2.20	0	0	V0.2	0	0	118	191	36	171	51	211	155	126	240	590	897	540	1000	713	479	306	895	689	394	192	131	177
64	44	1	2	477	0	1953125	12	0.0	6945	2.21	0	0	V0.2	0	0	126	111	137	144	165	202	262	422	574	704	862	1000	909	813	826	729	585	532	467	334	256	236
64	44	1	2	477	0	1953125	12	0.0	6973	2.22	0	0	V0.2	0	0	98	112	118	116	157	173	240	393	525	658	776	808	669	757	972	1000	814	644	476	304	245	245
64	44	1	2	477	0	1953125	12	0.0	6923	2.21	0	0	V0.2	0	0	121	115	114	139	135	163	258	324	363	442	492	516	589	835	1000	907	690	544	436	313	230	232
64	44	1	2	477	0	1953125	12	0.0	6900	2.20	0	0	V0.2	0	0	133	130	121	154	164	189	265	296	316	428	507	544	667	915	1000	777	571	509	418	273	233	240
64	44	1	2	477	0	1953125	12	0.0	6898	2.20	0	0	V0.2	0	0	98	115	103	116	140	162	231	281	313	412	506	574	694	925	999	778	578	500	396	275	252	240
64	44	1	2	477	0	1953125	12	0.0	6900	2.20	0	0	V0.2	0	0	125	123	131	141	166	214	255	290	362	455	524	624	750	924	1000	831	640	504	407	313	237	220
64	44	1	2	477	0	1953125	12	0.0	6900	2.20	0	0	V0.2	0	0	131	131	142	164	169	211	284	320	373	483	542	592	714	925	1000	813	652	554	420	303	275	252
64	44	1	2	477	0	1953125	12	0.0	6898	2.20	0	0	V0.2	0	0	113	109	118	143	148	187	262	299	360	491	561	586	663	887	1000	827	652	567	454	320	272	270
64	44	1	2	477	0	1953125	12	0.0	6898	2.20	0	0	V0.2	0	0	116	131	158	150	156	225	284	326	412	526	588	672	770	938	1000	804	631	554	481	365	280	271
